1,Dichtestes Punktepaar,2,21759|25012,14973|8351
2,Dichtestes Punktepaar,3,14973|8351,12796|7097
3,Dichtestes Punktepaar,4,14973|8351,12796|7097
4,Dichtestes Punktepaar,5,14973|8351,12796|7097
5,Dichtestes Punktepaar,6,14973|8351,12796|7097
6,Dichtestes Punktepaar,7,14973|8351,12796|7097
7,Dichtestes Punktepaar,8,14973|8351,12796|7097
8,Dichtestes Punktepaar,9,14973|8351,12796|7097
9,Dichtestes Punktepaar,10,14973|8351,12796|7097
10,Dichtestes Punktepaar,11,14973|8351,12796|7097
11,Dichtestes Punktepaar,12,14973|8351,12796|7097
12,Dichtestes Punktepaar,13,14973|8351,12796|7097
13,Dichtestes Punktepaar,14,14973|8351,12796|7097
14,Dichtestes Punktepaar,15,14973|8351,12796|7097
15,Dichtestes Punktepaar,16,14973|8351,12796|7097
16,Dichtestes Punktepaar,17,21892|15864,19456|16393
17,Dichtestes Punktepaar,18,8990|16401,7585|15877
18,Dichtestes Punktepaar,19,8990|16401,7585|15877
19,Dichtestes Punktepaar,20,8990|16401,7585|15877
20,Dichtestes Punktepaar,21,28745|4032,28951|2740
21,Dichtestes Punktepaar,22,28745|4032,28951|2740
22,Dichtestes Punktepaar,23,28745|4032,28951|2740
23,Dichtestes Punktepaar,24,28745|4032,28951|2740
24,Dichtestes Punktepaar,25,28745|4032,28951|2740
25,Dichtestes Punktepaar,26,28745|4032,28951|2740
26,Dichtestes Punktepaar,27,28745|4032,28951|2740
27,Dichtestes Punktepaar,28,15964|15671,15057|14756
28,Dichtestes Punktepaar,29,15964|15671,15057|14756
29,Dichtestes Punktepaar,30,14607|22442,14076|23353
30,Dichtestes Punktepaar,31,14607|22442,14076|23353
31,Dichtestes Punktepaar,32,14607|22442,14076|23353
32,Dichtestes Punktepaar,33,14607|22442,14076|23353
33,Dichtestes Punktepaar,34,14607|22442,14433|22715
34,Dichtestes Punktepaar,35,14607|22442,14433|22715
35,Dichtestes Punktepaar,36,14607|22442,14433|22715
36,Dichtestes Punktepaar,37,14607|22442,14433|22715
37,Dichtestes Punktepaar,38,14607|22442,14433|22715
38,Dichtestes Punktepaar,39,14607|22442,14433|22715
39,Dichtestes Punktepaar,40,14607|22442,14433|22715
40,Dichtestes Punktepaar,41,14607|22442,14433|22715
41,Dichtestes Punktepaar,42,14607|22442,14433|22715
42,Dichtestes Punktepaar,43,14607|22442,14433|22715
43,Dichtestes Punktepaar,44,14607|22442,14433|22715
44,Dichtestes Punktepaar,45,14607|22442,14433|22715
45,Dichtestes Punktepaar,46,14607|22442,14433|22715
46,Dichtestes Punktepaar,47,14607|22442,14433|22715
47,Dichtestes Punktepaar,48,14607|22442,14433|22715
48,Dichtestes Punktepaar,49,14607|22442,14433|22715
49,Dichtestes Punktepaar,50,14607|22442,14433|22715
50,Dichtestes Punktepaar,51,14607|22442,14433|22715
51,Dichtestes Punktepaar,52,14607|22442,14433|22715
52,Dichtestes Punktepaar,53,14607|22442,14433|22715
53,Dichtestes Punktepaar,54,14607|22442,14433|22715
54,Dichtestes Punktepaar,55,14607|22442,14433|22715
55,Dichtestes Punktepaar,56,14607|22442,14433|22715
56,Dichtestes Punktepaar,57,14607|22442,14433|22715
57,Dichtestes Punktepaar,58,14607|22442,14433|22715
58,Dichtestes Punktepaar,59,14607|22442,14433|22715
59,Dichtestes Punktepaar,60,14607|22442,14433|22715
60,Dichtestes Punktepaar,61,14607|22442,14433|22715
61,Dichtestes Punktepaar,62,14607|22442,14433|22715
62,Dichtestes Punktepaar,63,14607|22442,14433|22715
63,Dichtestes Punktepaar,64,14607|22442,14433|22715
64,Dichtestes Punktepaar,65,14607|22442,14433|22715
65,Dichtestes Punktepaar,66,14607|22442,14433|22715
66,Dichtestes Punktepaar,67,14607|22442,14433|22715
67,Dichtestes Punktepaar,68,14607|22442,14433|22715
68,Dichtestes Punktepaar,69,14607|22442,14433|22715
69,Dichtestes Punktepaar,70,14607|22442,14433|22715
70,Dichtestes Punktepaar,71,14607|22442,14433|22715
71,Dichtestes Punktepaar,72,14607|22442,14433|22715
72,Dichtestes Punktepaar,73,14607|22442,14433|22715
73,Dichtestes Punktepaar,74,14607|22442,14433|22715
74,Dichtestes Punktepaar,75,14607|22442,14433|22715
75,Dichtestes Punktepaar,76,14607|22442,14433|22715
76,Dichtestes Punktepaar,77,267|753,151|492
77,Dichtestes Punktepaar,78,267|753,151|492
78,Dichtestes Punktepaar,79,267|753,151|492
79,Dichtestes Punktepaar,80,267|753,151|492
80,Dichtestes Punktepaar,81,267|753,151|492
81,Dichtestes Punktepaar,82,267|753,151|492
82,Dichtestes Punktepaar,83,267|753,151|492
83,Dichtestes Punktepaar,84,267|753,151|492
84,Dichtestes Punktepaar,85,267|753,151|492
85,Dichtestes Punktepaar,86,267|753,151|492
86,Dichtestes Punktepaar,87,267|753,151|492
87,Dichtestes Punktepaar,88,267|753,151|492
88,Dichtestes Punktepaar,89,267|753,151|492
89,Dichtestes Punktepaar,90,267|753,151|492
90,Dichtestes Punktepaar,91,267|753,151|492
91,Dichtestes Punktepaar,92,267|753,151|492
92,Dichtestes Punktepaar,93,267|753,151|492
93,Dichtestes Punktepaar,94,267|753,151|492
94,Dichtestes Punktepaar,95,267|753,151|492
95,Dichtestes Punktepaar,96,267|753,151|492
96,Dichtestes Punktepaar,97,267|753,151|492
97,Dichtestes Punktepaar,98,267|753,151|492
98,Dichtestes Punktepaar,99,267|753,151|492
99,Dichtestes Punktepaar,100,267|753,151|492
100,Dichtestes Punktepaar,200,29905|10072,29798|10270
101,Dichtestes Punktepaar,300,12849|30705,12896|30710
102,Dichtestes Punktepaar,400,16035|14651,16039|14618
103,Dichtestes Punktepaar,500,16035|14651,16039|14618
104,Dichtestes Punktepaar,600,16035|14651,16039|14618
105,Dichtestes Punktepaar,700,2502|22263,2478|22260
106,Dichtestes Punktepaar,800,2502|22263,2478|22260
107,Dichtestes Punktepaar,900,2502|22263,2478|22260
108,Dichtestes Punktepaar,1000,2502|22263,2478|22260
109,Dichtestes Punktepaar,1100,2502|22263,2478|22260
110,Dichtestes Punktepaar,1600,2502|22263,2478|22260
111,Dichtestes Punktepaar,2100,26425|7799,26417|7798
112,Dichtestes Punktepaar,2600,26425|7799,26417|7798
113,Dichtestes Punktepaar,3100,26425|7799,26417|7798
114,Dichtestes Punktepaar,3600,26425|7799,26417|7798
115,Dichtestes Punktepaar,4100,336|19736,341|19738
116,Dichtestes Punktepaar,4600,336|19736,341|19738
117,Dichtestes Punktepaar,5100,16959|9454,16957|9455
118,Dichtestes Punktepaar,5600,16959|9454,16957|9455
119,Dichtestes Punktepaar,6100,16959|9454,16957|9455
120,Dichtestes Punktepaar,7100,16959|9454,16957|9455
121,Dichtestes Punktepaar,8100,16959|9454,16957|9455
122,Dichtestes Punktepaar,9100,16959|9454,16957|9455
123,Dichtestes Punktepaar,10100,16959|9454,16957|9455
124,Dichtestes Punktepaar,11100,16959|9454,16957|9455
125,Dichtestes Punktepaar,12100,16959|9454,16957|9455
126,Dichtestes Punktepaar,13100,16959|9454,16957|9455
127,Dichtestes Punktepaar,14100,16959|9454,16957|9455
128,Dichtestes Punktepaar,15100,16959|9454,16957|9455
129,Dichtestes Punktepaar,16100,16959|9454,16957|9455
